Date,Year,Month,Hour,Holiday,WeekDay,WorkingDay,Rider_Type(Qty),Riders(Qty)
23/8/2022,2022,8,18,0,4,1,casual,130
23/8/2022,2022,8,19,0,4,1,casual,96
23/8/2022,2022,8,20,0,4,1,casual,70
23/8/2022,2022,8,21,0,4,1,casual,53
23/8/2022,2022,8,22,0,4,1,casual,21
23/8/2022,2022,8,23,0,4,1,casual,24
24/8/2022,2022,8,0,0,5,1,casual,27
24/8/2022,2022,8,1,0,5,1,casual,5
24/8/2022,2022,8,2,0,5,1,casual,1
24/8/2022,2022,8,3,0,5,1,casual,2
24/8/2022,2022,8,4,0,5,1,casual,2
24/8/2022,2022,8,5,0,5,1,casual,1
24/8/2022,2022,8,6,0,5,1,casual,9
24/8/2022,2022,8,7,0,5,1,casual,13
24/8/2022,2022,8,8,0,5,1,casual,41
24/8/2022,2022,8,9,0,5,1,casual,58
24/8/2022,2022,8,10,0,5,1,casual,78
24/8/2022,2022,8,11,0,5,1,casual,69
24/8/2022,2022,8,12,0,5,1,casual,95
24/8/2022,2022,8,13,0,5,1,casual,79
24/8/2022,2022,8,14,0,5,1,casual,109
24/8/2022,2022,8,15,0,5,1,casual,99
24/8/2022,2022,8,16,0,5,1,casual,101
24/8/2022,2022,8,17,0,5,1,casual,117
24/8/2022,2022,8,18,0,5,1,casual,109
24/8/2022,2022,8,19,0,5,1,casual,106
24/8/2022,2022,8,20,0,5,1,casual,66
24/8/2022,2022,8,21,0,5,1,casual,58
24/8/2022,2022,8,22,0,5,1,casual,42
24/8/2022,2022,8,23,0,5,1,casual,38
25/8/2022,2022,8,0,0,6,0,casual,21
25/8/2022,2022,8,1,0,6,0,casual,15
25/8/2022,2022,8,2,0,6,0,casual,18
25/8/2022,2022,8,3,0,6,0,casual,7
25/8/2022,2022,8,4,0,6,0,casual,3
25/8/2022,2022,8,5,0,6,0,casual,4
25/8/2022,2022,8,6,0,6,0,casual,5
25/8/2022,2022,8,7,0,6,0,casual,14
25/8/2022,2022,8,8,0,6,0,casual,29
25/8/2022,2022,8,9,0,6,0,casual,60
25/8/2022,2022,8,10,0,6,0,casual,148
25/8/2022,2022,8,11,0,6,0,casual,143
25/8/2022,2022,8,12,0,6,0,casual,217
25/8/2022,2022,8,13,0,6,0,casual,186
25/8/2022,2022,8,14,0,6,0,casual,150
25/8/2022,2022,8,15,0,6,0,casual,79
25/8/2022,2022,8,16,0,6,0,casual,174
25/8/2022,2022,8,17,0,6,0,casual,132
25/8/2022,2022,8,18,0,6,0,casual,122
25/8/2022,2022,8,19,0,6,0,casual,97
25/8/2022,2022,8,20,0,6,0,casual,65
25/8/2022,2022,8,21,0,6,0,casual,60
25/8/2022,2022,8,22,0,6,0,casual,46
25/8/2022,2022,8,23,0,6,0,casual,34
26/8/2022,2022,8,0,0,0,0,casual,23
26/8/2022,2022,8,1,0,0,0,casual,18
26/8/2022,2022,8,2,0,0,0,casual,12
26/8/2022,2022,8,3,0,0,0,casual,11
26/8/2022,2022,8,4,0,0,0,casual,5
26/8/2022,2022,8,5,0,0,0,casual,3
26/8/2022,2022,8,6,0,0,0,casual,5
26/8/2022,2022,8,7,0,0,0,casual,11
26/8/2022,2022,8,8,0,0,0,casual,21
26/8/2022,2022,8,9,0,0,0,casual,67
26/8/2022,2022,8,10,0,0,0,casual,127
26/8/2022,2022,8,11,0,0,0,casual,150
26/8/2022,2022,8,12,0,0,0,casual,225
26/8/2022,2022,8,13,0,0,0,casual,166
26/8/2022,2022,8,14,0,0,0,casual,125
26/8/2022,2022,8,15,0,0,0,casual,132
26/8/2022,2022,8,16,0,0,0,casual,57
26/8/2022,2022,8,17,0,0,0,casual,61
26/8/2022,2022,8,18,0,0,0,casual,77
26/8/2022,2022,8,19,0,0,0,casual,80
26/8/2022,2022,8,20,0,0,0,casual,40
26/8/2022,2022,8,21,0,0,0,casual,26
26/8/2022,2022,8,22,0,0,0,casual,20
26/8/2022,2022,8,23,0,0,0,casual,21
27/8/2022,2022,8,0,0,1,1,casual,4
27/8/2022,2022,8,1,0,1,1,casual,3
27/8/2022,2022,8,2,0,1,1,casual,0
27/8/2022,2022,8,3,0,1,1,casual,1
27/8/2022,2022,8,4,0,1,1,casual,1
27/8/2022,2022,8,5,0,1,1,casual,4
27/8/2022,2022,8,6,0,1,1,casual,4
27/8/2022,2022,8,7,0,1,1,casual,15
27/8/2022,2022,8,8,0,1,1,casual,29
27/8/2022,2022,8,9,0,1,1,casual,40
27/8/2022,2022,8,10,0,1,1,casual,63
27/8/2022,2022,8,11,0,1,1,casual,47
27/8/2022,2022,8,12,0,1,1,casual,69
27/8/2022,2022,8,13,0,1,1,casual,77
27/8/2022,2022,8,14,0,1,1,casual,66
27/8/2022,2022,8,15,0,1,1,casual,77
27/8/2022,2022,8,16,0,1,1,casual,77
27/8/2022,2022,8,17,0,1,1,casual,101
27/8/2022,2022,8,18,0,1,1,casual,83
27/8/2022,2022,8,19,0,1,1,casual,74
27/8/2022,2022,8,20,0,1,1,casual,50
27/8/2022,2022,8,21,0,1,1,casual,39
27/8/2022,2022,8,22,0,1,1,casual,30
27/8/2022,2022,8,23,0,1,1,casual,35
28/8/2022,2022,8,0,0,2,1,casual,9
28/8/2022,2022,8,1,0,2,1,casual,4
28/8/2022,2022,8,2,0,2,1,casual,2
28/8/2022,2022,8,3,0,2,1,casual,0
28/8/2022,2022,8,4,0,2,1,casual,2
28/8/2022,2022,8,5,0,2,1,casual,3
28/8/2022,2022,8,6,0,2,1,casual,3
28/8/2022,2022,8,7,0,2,1,casual,14
28/8/2022,2022,8,8,0,2,1,casual,25
28/8/2022,2022,8,9,0,2,1,casual,44
28/8/2022,2022,8,10,0,2,1,casual,39
28/8/2022,2022,8,11,0,2,1,casual,47
28/8/2022,2022,8,12,0,2,1,casual,56
28/8/2022,2022,8,13,0,2,1,casual,56
28/8/2022,2022,8,14,0,2,1,casual,72
28/8/2022,2022,8,15,0,2,1,casual,59
28/8/2022,2022,8,16,0,2,1,casual,84
28/8/2022,2022,8,17,0,2,1,casual,90
28/8/2022,2022,8,18,0,2,1,casual,82
28/8/2022,2022,8,19,0,2,1,casual,82
28/8/2022,2022,8,20,0,2,1,casual,87
28/8/2022,2022,8,21,0,2,1,casual,38
28/8/2022,2022,8,22,0,2,1,casual,20
28/8/2022,2022,8,23,0,2,1,casual,17
29/8/2022,2022,8,0,0,3,1,casual,8
29/8/2022,2022,8,1,0,3,1,casual,2
29/8/2022,2022,8,2,0,3,1,casual,2
29/8/2022,2022,8,3,0,3,1,casual,0
29/8/2022,2022,8,4,0,3,1,casual,2
29/8/2022,2022,8,5,0,3,1,casual,3
29/8/2022,2022,8,6,0,3,1,casual,6
29/8/2022,2022,8,7,0,3,1,casual,23
29/8/2022,2022,8,8,0,3,1,casual,28
29/8/2022,2022,8,9,0,3,1,casual,40
29/8/2022,2022,8,10,0,3,1,casual,34
29/8/2022,2022,8,11,0,3,1,casual,67
29/8/2022,2022,8,12,0,3,1,casual,79
29/8/2022,2022,8,13,0,3,1,casual,68
29/8/2022,2022,8,14,0,3,1,casual,87
29/8/2022,2022,8,15,0,3,1,casual,96
29/8/2022,2022,8,16,0,3,1,casual,104
29/8/2022,2022,8,17,0,3,1,casual,108
29/8/2022,2022,8,18,0,3,1,casual,119
29/8/2022,2022,8,19,0,3,1,casual,120
29/8/2022,2022,8,20,0,3,1,casual,49
29/8/2022,2022,8,21,0,3,1,casual,48
29/8/2022,2022,8,22,0,3,1,casual,50
29/8/2022,2022,8,23,0,3,1,casual,34
30/8/2022,2022,8,0,0,4,1,casual,14
30/8/2022,2022,8,1,0,4,1,casual,6
30/8/2022,2022,8,2,0,4,1,casual,3
30/8/2022,2022,8,3,0,4,1,casual,0
30/8/2022,2022,8,4,0,4,1,casual,4
30/8/2022,2022,8,5,0,4,1,casual,2
30/8/2022,2022,8,6,0,4,1,casual,8
30/8/2022,2022,8,7,0,4,1,casual,31
30/8/2022,2022,8,8,0,4,1,casual,53
30/8/2022,2022,8,9,0,4,1,casual,57
30/8/2022,2022,8,10,0,4,1,casual,73
30/8/2022,2022,8,11,0,4,1,casual,85
30/8/2022,2022,8,12,0,4,1,casual,73
30/8/2022,2022,8,13,0,4,1,casual,76
30/8/2022,2022,8,14,0,4,1,casual,74
30/8/2022,2022,8,15,0,4,1,casual,99
30/8/2022,2022,8,16,0,4,1,casual,77
30/8/2022,2022,8,17,0,4,1,casual,93
30/8/2022,2022,8,18,0,4,1,casual,109
30/8/2022,2022,8,19,0,4,1,casual,78
30/8/2022,2022,8,20,0,4,1,casual,68
30/8/2022,2022,8,21,0,4,1,casual,32
30/8/2022,2022,8,22,0,4,1,casual,38
30/8/2022,2022,8,23,0,4,1,casual,19
31/8/2022,2022,8,0,0,5,1,casual,13
31/8/2022,2022,8,1,0,5,1,casual,8
31/8/2022,2022,8,2,0,5,1,casual,9
31/8/2022,2022,8,3,0,5,1,casual,3
31/8/2022,2022,8,4,0,5,1,casual,0
31/8/2022,2022,8,5,0,5,1,casual,2
31/8/2022,2022,8,6,0,5,1,casual,7
31/8/2022,2022,8,7,0,5,1,casual,21
31/8/2022,2022,8,8,0,5,1,casual,36
31/8/2022,2022,8,9,0,5,1,casual,61
31/8/2022,2022,8,10,0,5,1,casual,59
31/8/2022,2022,8,11,0,5,1,casual,88
31/8/2022,2022,8,12,0,5,1,casual,120
31/8/2022,2022,8,13,0,5,1,casual,97
31/8/2022,2022,8,14,0,5,1,casual,112
31/8/2022,2022,8,15,0,5,1,casual,109
31/8/2022,2022,8,16,0,5,1,casual,111
31/8/2022,2022,8,17,0,5,1,casual,129
31/8/2022,2022,8,18,0,5,1,casual,87
31/8/2022,2022,8,19,0,5,1,casual,91
31/8/2022,2022,8,20,0,5,1,casual,102
31/8/2022,2022,8,21,0,5,1,casual,71
31/8/2022,2022,8,22,0,5,1,casual,65
31/8/2022,2022,8,23,0,5,1,casual,32
1/9/2022,2022,9,0,0,6,0,casual,22
1/9/2022,2022,9,1,0,6,0,casual,11
1/9/2022,2022,9,2,0,6,0,casual,8
1/9/2022,2022,9,3,0,6,0,casual,6
1/9/2022,2022,9,4,0,6,0,casual,3
1/9/2022,2022,9,5,0,6,0,casual,2
1/9/2022,2022,9,6,0,6,0,casual,13
1/9/2022,2022,9,7,0,6,0,casual,8
1/9/2022,2022,9,8,0,6,0,casual,28
1/9/2022,2022,9,9,0,6,0,casual,62
1/9/2022,2022,9,10,0,6,0,casual,128
1/9/2022,2022,9,11,0,6,0,casual,219
1/9/2022,2022,9,12,0,6,0,casual,187
1/9/2022,2022,9,13,0,6,0,casual,237
1/9/2022,2022,9,14,0,6,0,casual,240
1/9/2022,2022,9,15,0,6,0,casual,257
1/9/2022,2022,9,16,0,6,0,casual,209
1/9/2022,2022,9,17,0,6,0,casual,205
1/9/2022,2022,9,18,0,6,0,casual,184
1/9/2022,2022,9,19,0,6,0,casual,157
1/9/2022,2022,9,20,0,6,0,casual,67
1/9/2022,2022,9,21,0,6,0,casual,21
1/9/2022,2022,9,22,0,6,0,casual,21
1/9/2022,2022,9,23,0,6,0,casual,57
2/9/2022,2022,9,0,0,0,0,casual,27
2/9/2022,2022,9,1,0,0,0,casual,15
2/9/2022,2022,9,2,0,0,0,casual,28
2/9/2022,2022,9,3,0,0,0,casual,9
2/9/2022,2022,9,4,0,0,0,casual,7
2/9/2022,2022,9,5,0,0,0,casual,2
2/9/2022,2022,9,6,0,0,0,casual,2
2/9/2022,2022,9,7,0,0,0,casual,13
2/9/2022,2022,9,8,0,0,0,casual,30
2/9/2022,2022,9,9,0,0,0,casual,88
2/9/2022,2022,9,10,0,0,0,casual,158
2/9/2022,2022,9,11,0,0,0,casual,226
2/9/2022,2022,9,12,0,0,0,casual,248
2/9/2022,2022,9,13,0,0,0,casual,263
2/9/2022,2022,9,14,0,0,0,casual,249
2/9/2022,2022,9,15,0,0,0,casual,179
2/9/2022,2022,9,16,0,0,0,casual,222
2/9/2022,2022,9,17,0,0,0,casual,219
2/9/2022,2022,9,18,0,0,0,casual,227
2/9/2022,2022,9,19,0,0,0,casual,140
2/9/2022,2022,9,20,0,0,0,casual,63
2/9/2022,2022,9,21,0,0,0,casual,79
2/9/2022,2022,9,22,0,0,0,casual,66
2/9/2022,2022,9,23,0,0,0,casual,53
3/9/2022,2022,9,0,0,1,0,casual,42
3/9/2022,2022,9,1,0,1,0,casual,18
3/9/2022,2022,9,2,0,1,0,casual,10
3/9/2022,2022,9,3,0,1,0,casual,6
3/9/2022,2022,9,4,0,1,0,casual,6
3/9/2022,2022,9,5,0,1,0,casual,1
3/9/2022,2022,9,6,0,1,0,casual,3
3/9/2022,2022,9,7,0,1,0,casual,6
3/9/2022,2022,9,8,0,1,0,casual,36
3/9/2022,2022,9,9,0,1,0,casual,71
3/9/2022,2022,9,10,0,1,0,casual,135
3/9/2022,2022,9,11,0,1,0,casual,187
3/9/2022,2022,9,12,0,1,0,casual,191
3/9/2022,2022,9,13,0,1,0,casual,209
3/9/2022,2022,9,14,0,1,0,casual,163
3/9/2022,2022,9,15,0,1,0,casual,168
3/9/2022,2022,9,16,0,1,0,casual,165
3/9/2022,2022,9,17,0,1,0,casual,181
3/9/2022,2022,9,18,0,1,0,casual,145
3/9/2022,2022,9,19,0,1,0,casual,73
3/9/2022,2022,9,20,0,1,0,casual,78
3/9/2022,2022,9,21,0,1,0,casual,42
3/9/2022,2022,9,22,0,1,0,casual,17
3/9/2022,2022,9,23,0,1,0,casual,12
4/9/2022,2022,9,0,0,2,1,casual,10
4/9/2022,2022,9,1,0,2,1,casual,15
4/9/2022,2022,9,2,0,2,1,casual,1
4/9/2022,2022,9,3,0,2,1,casual,1
4/9/2022,2022,9,4,0,2,1,casual,0
4/9/2022,2022,9,5,0,2,1,casual,1
4/9/2022,2022,9,6,0,2,1,casual,7
4/9/2022,2022,9,7,0,2,1,casual,13
4/9/2022,2022,9,8,0,2,1,casual,15
4/9/2022,2022,9,9,0,2,1,casual,30
4/9/2022,2022,9,10,0,2,1,casual,42
4/9/2022,2022,9,11,0,2,1,casual,39
4/9/2022,2022,9,12,0,2,1,casual,54
4/9/2022,2022,9,13,0,2,1,casual,72
4/9/2022,2022,9,14,0,2,1,casual,72
4/9/2022,2022,9,15,0,2,1,casual,68
4/9/2022,2022,9,16,0,2,1,casual,61
4/9/2022,2022,9,17,0,2,1,casual,110
4/9/2022,2022,9,18,0,2,1,casual,94
4/9/2022,2022,9,19,0,2,1,casual,50
4/9/2022,2022,9,20,0,2,1,casual,47
4/9/2022,2022,9,21,0,2,1,casual,28
4/9/2022,2022,9,22,0,2,1,casual,25
4/9/2022,2022,9,23,0,2,1,casual,12
5/9/2022,2022,9,0,0,3,1,casual,10
5/9/2022,2022,9,1,0,3,1,casual,2
5/9/2022,2022,9,2,0,3,1,casual,0
5/9/2022,2022,9,3,0,3,1,casual,0
5/9/2022,2022,9,4,0,3,1,casual,2
5/9/2022,2022,9,5,0,3,1,casual,1
5/9/2022,2022,9,6,0,3,1,casual,7
5/9/2022,2022,9,7,0,3,1,casual,11
5/9/2022,2022,9,8,0,3,1,casual,33
5/9/2022,2022,9,9,0,3,1,casual,27
5/9/2022,2022,9,10,0,3,1,casual,54
5/9/2022,2022,9,11,0,3,1,casual,61
5/9/2022,2022,9,12,0,3,1,casual,49
5/9/2022,2022,9,13,0,3,1,casual,50
5/9/2022,2022,9,14,0,3,1,casual,34
5/9/2022,2022,9,15,0,3,1,casual,41
5/9/2022,2022,9,16,0,3,1,casual,86
5/9/2022,2022,9,17,0,3,1,casual,83
5/9/2022,2022,9,18,0,3,1,casual,82
5/9/2022,2022,9,19,0,3,1,casual,64
5/9/2022,2022,9,20,0,3,1,casual,55
5/9/2022,2022,9,21,0,3,1,casual,18
5/9/2022,2022,9,22,0,3,1,casual,38
5/9/2022,2022,9,23,0,3,1,casual,24
6/9/2022,2022,9,0,0,4,1,casual,30
6/9/2022,2022,9,1,0,4,1,casual,2
6/9/2022,2022,9,2,0,4,1,casual,1
6/9/2022,2022,9,3,0,4,1,casual,0
6/9/2022,2022,9,4,0,4,1,casual,0
6/9/2022,2022,9,5,0,4,1,casual,3
6/9/2022,2022,9,6,0,4,1,casual,11
6/9/2022,2022,9,7,0,4,1,casual,21
6/9/2022,2022,9,8,0,4,1,casual,24
6/9/2022,2022,9,9,0,4,1,casual,8
6/9/2022,2022,9,10,0,4,1,casual,9
6/9/2022,2022,9,11,0,4,1,casual,10
6/9/2022,2022,9,12,0,4,1,casual,11
6/9/2022,2022,9,13,0,4,1,casual,39
6/9/2022,2022,9,14,0,4,1,casual,38
6/9/2022,2022,9,15,0,4,1,casual,42
6/9/2022,2022,9,16,0,4,1,casual,42
6/9/2022,2022,9,17,0,4,1,casual,67
6/9/2022,2022,9,18,0,4,1,casual,74
6/9/2022,2022,9,19,0,4,1,casual,54
6/9/2022,2022,9,20,0,4,1,casual,50
6/9/2022,2022,9,21,0,4,1,casual,32
6/9/2022,2022,9,22,0,4,1,casual,24
6/9/2022,2022,9,23,0,4,1,casual,19
7/9/2022,2022,9,0,0,5,1,casual,17
7/9/2022,2022,9,1,0,5,1,casual,10
7/9/2022,2022,9,2,0,5,1,casual,1
7/9/2022,2022,9,3,0,5,1,casual,0
7/9/2022,2022,9,4,0,5,1,casual,1
7/9/2022,2022,9,5,0,5,1,casual,1
7/9/2022,2022,9,6,0,5,1,casual,5
7/9/2022,2022,9,7,0,5,1,casual,21
7/9/2022,2022,9,8,0,5,1,casual,29
7/9/2022,2022,9,9,0,5,1,casual,33
7/9/2022,2022,9,10,0,5,1,casual,53
7/9/2022,2022,9,11,0,5,1,casual,81
7/9/2022,2022,9,12,0,5,1,casual,76
7/9/2022,2022,9,13,0,5,1,casual,71
7/9/2022,2022,9,14,0,5,1,casual,66
7/9/2022,2022,9,15,0,5,1,casual,66
7/9/2022,2022,9,16,0,5,1,casual,75
7/9/2022,2022,9,17,0,5,1,casual,88
7/9/2022,2022,9,18,0,5,1,casual,95
7/9/2022,2022,9,19,0,5,1,casual,70
7/9/2022,2022,9,20,0,5,1,casual,51
7/9/2022,2022,9,21,0,5,1,casual,55
7/9/2022,2022,9,22,0,5,1,casual,52
7/9/2022,2022,9,23,0,5,1,casual,28
8/9/2022,2022,9,0,0,6,0,casual,20
8/9/2022,2022,9,1,0,6,0,casual,10
8/9/2022,2022,9,2,0,6,0,casual,9
8/9/2022,2022,9,3,0,6,0,casual,3
8/9/2022,2022,9,4,0,6,0,casual,3
8/9/2022,2022,9,5,0,6,0,casual,2
8/9/2022,2022,9,6,0,6,0,casual,8
8/9/2022,2022,9,7,0,6,0,casual,11
8/9/2022,2022,9,8,0,6,0,casual,33
8/9/2022,2022,9,9,0,6,0,casual,87
8/9/2022,2022,9,10,0,6,0,casual,100
8/9/2022,2022,9,11,0,6,0,casual,173
8/9/2022,2022,9,12,0,6,0,casual,220
8/9/2022,2022,9,13,0,6,0,casual,233
8/9/2022,2022,9,14,0,6,0,casual,260
8/9/2022,2022,9,15,0,6,0,casual,175
8/9/2022,2022,9,16,0,6,0,casual,19
8/9/2022,2022,9,17,0,6,0,casual,52
8/9/2022,2022,9,18,0,6,0,casual,27
8/9/2022,2022,9,19,0,6,0,casual,28
8/9/2022,2022,9,20,0,6,0,casual,28
8/9/2022,2022,9,21,0,6,0,casual,26
8/9/2022,2022,9,22,0,6,0,casual,18
8/9/2022,2022,9,23,0,6,0,casual,12
9/9/2022,2022,9,0,0,0,0,casual,18
9/9/2022,2022,9,1,0,0,0,casual,20
9/9/2022,2022,9,2,0,0,0,casual,15
9/9/2022,2022,9,3,0,0,0,casual,14
9/9/2022,2022,9,4,0,0,0,casual,12
9/9/2022,2022,9,5,0,0,0,casual,16
9/9/2022,2022,9,6,0,0,0,casual,11
9/9/2022,2022,9,7,0,0,0,casual,20
9/9/2022,2022,9,8,0,0,0,casual,27
9/9/2022,2022,9,9,0,0,0,casual,85
9/9/2022,2022,9,10,0,0,0,casual,172
9/9/2022,2022,9,11,0,0,0,casual,194
9/9/2022,2022,9,12,0,0,0,casual,247
9/9/2022,2022,9,13,0,0,0,casual,238
9/9/2022,2022,9,14,0,0,0,casual,232
9/9/2022,2022,9,15,0,0,0,casual,284
9/9/2022,2022,9,16,0,0,0,casual,228
9/9/2022,2022,9,17,0,0,0,casual,213
9/9/2022,2022,9,18,0,0,0,casual,156
9/9/2022,2022,9,19,0,0,0,casual,134
9/9/2022,2022,9,20,0,0,0,casual,91
9/9/2022,2022,9,21,0,0,0,casual,57
9/9/2022,2022,9,22,0,0,0,casual,64
9/9/2022,2022,9,23,0,0,0,casual,22
10/9/2022,2022,9,0,0,1,1,casual,6
10/9/2022,2022,9,1,0,1,1,casual,7
10/9/2022,2022,9,2,0,1,1,casual,11
10/9/2022,2022,9,3,0,1,1,casual,5
10/9/2022,2022,9,4,0,1,1,casual,1
10/9/2022,2022,9,5,0,1,1,casual,4
10/9/2022,2022,9,6,0,1,1,casual,8
10/9/2022,2022,9,7,0,1,1,casual,20
10/9/2022,2022,9,8,0,1,1,casual,33
10/9/2022,2022,9,9,0,1,1,casual,40
10/9/2022,2022,9,10,0,1,1,casual,42
10/9/2022,2022,9,11,0,1,1,casual,69
10/9/2022,2022,9,12,0,1,1,casual,76
10/9/2022,2022,9,13,0,1,1,casual,72
10/9/2022,2022,9,14,0,1,1,casual,107
10/9/2022,2022,9,15,0,1,1,casual,115
10/9/2022,2022,9,16,0,1,1,casual,108
10/9/2022,2022,9,17,0,1,1,casual,127
10/9/2022,2022,9,18,0,1,1,casual,111
10/9/2022,2022,9,19,0,1,1,casual,71
10/9/2022,2022,9,20,0,1,1,casual,34
10/9/2022,2022,9,21,0,1,1,casual,29
10/9/2022,2022,9,22,0,1,1,casual,15
10/9/2022,2022,9,23,0,1,1,casual,7
11/9/2022,2022,9,0,0,2,1,casual,5
11/9/2022,2022,9,1,0,2,1,casual,0
11/9/2022,2022,9,2,0,2,1,casual,1
11/9/2022,2022,9,3,0,2,1,casual,1
11/9/2022,2022,9,4,0,2,1,casual,1
11/9/2022,2022,9,5,0,2,1,casual,3
11/9/2022,2022,9,6,0,2,1,casual,11
11/9/2022,2022,9,7,0,2,1,casual,24
11/9/2022,2022,9,8,0,2,1,casual,48
11/9/2022,2022,9,9,0,2,1,casual,35
11/9/2022,2022,9,10,0,2,1,casual,54
11/9/2022,2022,9,11,0,2,1,casual,60
11/9/2022,2022,9,12,0,2,1,casual,62
11/9/2022,2022,9,13,0,2,1,casual,72
11/9/2022,2022,9,14,0,2,1,casual,74
11/9/2022,2022,9,15,0,2,1,casual,73
11/9/2022,2022,9,16,0,2,1,casual,99
11/9/2022,2022,9,17,0,2,1,casual,168
11/9/2022,2022,9,18,0,2,1,casual,110
11/9/2022,2022,9,19,0,2,1,casual,56
11/9/2022,2022,9,20,0,2,1,casual,40
11/9/2022,2022,9,21,0,2,1,casual,28
11/9/2022,2022,9,22,0,2,1,casual,27
11/9/2022,2022,9,23,0,2,1,casual,18
12/9/2022,2022,9,0,0,3,1,casual,8
12/9/2022,2022,9,1,0,3,1,casual,2
12/9/2022,2022,9,2,0,3,1,casual,2
12/9/2022,2022,9,3,0,3,1,casual,0
12/9/2022,2022,9,4,0,3,1,casual,0
12/9/2022,2022,9,5,0,3,1,casual,4
12/9/2022,2022,9,6,0,3,1,casual,6
12/9/2022,2022,9,7,0,3,1,casual,24
12/9/2022,2022,9,8,0,3,1,casual,43
12/9/2022,2022,9,9,0,3,1,casual,50
12/9/2022,2022,9,10,0,3,1,casual,57
12/9/2022,2022,9,11,0,3,1,casual,51
12/9/2022,2022,9,12,0,3,1,casual,88
12/9/2022,2022,9,13,0,3,1,casual,85
12/9/2022,2022,9,14,0,3,1,casual,78
12/9/2022,2022,9,15,0,3,1,casual,75
12/9/2022,2022,9,16,0,3,1,casual,90
12/9/2022,2022,9,17,0,3,1,casual,114
12/9/2022,2022,9,18,0,3,1,casual,91
12/9/2022,2022,9,19,0,3,1,casual,78
12/9/2022,2022,9,20,0,3,1,casual,38
12/9/2022,2022,9,21,0,3,1,casual,27
12/9/2022,2022,9,22,0,3,1,casual,23
12/9/2022,2022,9,23,0,3,1,casual,16
13/9/2022,2022,9,0,0,4,1,casual,11
13/9/2022,2022,9,1,0,4,1,casual,6
13/9/2022,2022,9,2,0,4,1,casual,0
13/9/2022,2022,9,3,0,4,1,casual,2
13/9/2022,2022,9,4,0,4,1,casual,0
13/9/2022,2022,9,5,0,4,1,casual,3
13/9/2022,2022,9,6,0,4,1,casual,9
13/9/2022,2022,9,7,0,4,1,casual,22
13/9/2022,2022,9,8,0,4,1,casual,33
13/9/2022,2022,9,9,0,4,1,casual,46
13/9/2022,2022,9,10,0,4,1,casual,63
13/9/2022,2022,9,11,0,4,1,casual,71
13/9/2022,2022,9,12,0,4,1,casual,57
13/9/2022,2022,9,13,0,4,1,casual,60
13/9/2022,2022,9,14,0,4,1,casual,60
13/9/2022,2022,9,15,0,4,1,casual,99
13/9/2022,2022,9,16,0,4,1,casual,85
13/9/2022,2022,9,17,0,4,1,casual,97
13/9/2022,2022,9,18,0,4,1,casual,108
13/9/2022,2022,9,19,0,4,1,casual,80
13/9/2022,2022,9,20,0,4,1,casual,55
13/9/2022,2022,9,21,0,4,1,casual,26
13/9/2022,2022,9,22,0,4,1,casual,28
13/9/2022,2022,9,23,0,4,1,casual,33
14/9/2022,2022,9,0,0,5,1,casual,24
14/9/2022,2022,9,1,0,5,1,casual,6
14/9/2022,2022,9,2,0,5,1,casual,7
14/9/2022,2022,9,3,0,5,1,casual,5
14/9/2022,2022,9,4,0,5,1,casual,1
14/9/2022,2022,9,5,0,5,1,casual,1
14/9/2022,2022,9,6,0,5,1,casual,8
14/9/2022,2022,9,7,0,5,1,casual,17
14/9/2022,2022,9,8,0,5,1,casual,51
14/9/2022,2022,9,9,0,5,1,casual,46
14/9/2022,2022,9,10,0,5,1,casual,75
14/9/2022,2022,9,11,0,5,1,casual,84
14/9/2022,2022,9,12,0,5,1,casual,119
14/9/2022,2022,9,13,0,5,1,casual,107
14/9/2022,2022,9,14,0,5,1,casual,113
14/9/2022,2022,9,15,0,5,1,casual,94
14/9/2022,2022,9,16,0,5,1,casual,109
14/9/2022,2022,9,17,0,5,1,casual,137
14/9/2022,2022,9,18,0,5,1,casual,116
14/9/2022,2022,9,19,0,5,1,casual,83
14/9/2022,2022,9,20,0,5,1,casual,67
14/9/2022,2022,9,21,0,5,1,casual,42
14/9/2022,2022,9,22,0,5,1,casual,40
14/9/2022,2022,9,23,0,5,1,casual,27
15/9/2022,2022,9,0,0,6,0,casual,38
15/9/2022,2022,9,1,0,6,0,casual,8
15/9/2022,2022,9,2,0,6,0,casual,18
15/9/2022,2022,9,3,0,6,0,casual,6
15/9/2022,2022,9,4,0,6,0,casual,3
15/9/2022,2022,9,5,0,6,0,casual,1
15/9/2022,2022,9,6,0,6,0,casual,6
15/9/2022,2022,9,7,0,6,0,casual,10
15/9/2022,2022,9,8,0,6,0,casual,43
15/9/2022,2022,9,9,0,6,0,casual,79
15/9/2022,2022,9,10,0,6,0,casual,119
15/9/2022,2022,9,11,0,6,0,casual,228
15/9/2022,2022,9,12,0,6,0,casual,287
15/9/2022,2022,9,13,0,6,0,casual,327
15/9/2022,2022,9,14,0,6,0,casual,325
15/9/2022,2022,9,15,0,6,0,casual,312
15/9/2022,2022,9,16,0,6,0,casual,350
15/9/2022,2022,9,17,0,6,0,casual,295
15/9/2022,2022,9,18,0,6,0,casual,232
15/9/2022,2022,9,19,0,6,0,casual,169
15/9/2022,2022,9,20,0,6,0,casual,89
15/9/2022,2022,9,21,0,6,0,casual,86
15/9/2022,2022,9,22,0,6,0,casual,82
